uniqueID,drugName,condition,review,rating,date,usefulCount,trueSentiment
182482,Angeliq,Postmenopausal Symptoms,"""Have taken Angeliq for 4 years, and feel very well. Has eliminated dryness and mood swings, also great improvement, hair, nails etc. No weight gain, but slightly painful breasts during initial months, but now okay. Would recommend this hormone replacement therapy. Had tried others eg.Femoston, Livial and Estrocombi but this is the best of all and will keep taking for as long as possible.""",10,8-Feb-14,55,positive
13389,Amphetamine / dextroamphetamine,ADHD,"""I've tried straterra, Dexedrine, Ritalin, vyvanse.  I would take vyvanse but it's way too $$.  Generic adderall has been the best as far as cost and effects.  The only thing I have disliked is the connotation adderall has because I can tell some doctors are against it. I have had two doctors lecture me on how something else must be wrong because I take 75 mg daily.  I tried to switch to the XR and lower my dose to 60mg, but insurance won't cover it.  This medication has been really helpful for me, but I feel like I need it because without it I'm a wild ape (hyper, make silly noises, annoying). It keeps me calm and focused on the big picture.  I would use modafilin if I could because the side effects are less pronounced, but again the price.""",8,1-Sep-15,35,positive
59304,Zyrtec,Allergic Rhinitis,"""It didn't work, no effect whatsoever""",1,30-Apr-17,2,negative
3495,Nitrofurantoin,Urinary Tract Infection,"""Dr. gave for UTI and 100 mg twice a day for 10 days.  first day took one

and night had terrible pain in the stomach, next day took 2 and that night

my throat swelled............that was it and I read the side effects, I  had two

that was enough for me since I had spent three nights in ICU at hospital

a couple of years earlier for swollen tongue from allergic reaction to Lisinprol for

blood pressure.............I did not want to take that kind of chance. 

I am sure there is other medicine out there, but he felt I didn't give it a chance.

It looks like you can have different reactions at different times...meaning it doesn't bother you one time you take it but it can the next time. side effects deadly.""",1,21-Sep-15,3,negative
202270,Benzoyl peroxide / clindamycin,Acne,"""I used this medication along with a benzoyl peroxide wash.  I agree, it has worked miracles for me.  I use them both at night and in the morning and it is very drying.  I don't mind that it dries my skin out, however, because it caused my skin to peel which made my scars go away very quickly. Sometimes I avoid using the cream on my face in the morning and just put lotion on because no one wants their face peeling during the day.""",9,5-Mar-14,14,positive
79687,Insulin glargine,"Diabetes, Type 2","""The drug is very effective. The only problems I have had are low blood sugar levels while working in hot environments. In Saudi in the spring and summer months I would constantly go low while working in the heat.""",8,10-May-09,39,neutral
124765,Omega-3 polyunsaturated fatty acids,Hypertriglyceridemia,"""Worked very well.  Triglicerides went from 2,000 to 600 in just 3 weeks.  The only medication that worked for me.""",10,12-May-12,45,positive
145366,Zithromax,Sinusitis,"""It's a life saver for me.  Chronic sinus problem that occurs twice a year.  Slight stomach issues after initial dose.  Knocks out brain fog.  Had the best night sleep in months.  Always take with food, and you will have no issues.  Made me feel 90% better 24 hours after initial dosage.  Use with Flonase to open passages to help get it all.  Only thing that works for my sinus problems.""",10,7-Dec-15,62,positive
90759,Chateal,Birth Control,"""I was on Reclipsen and moved and started going to Planned Parenthood to get my birth control quicker and one month they switched me and gave me Chateal. I was told this is the same thing and let me just say THIS IS NOT THE SAME. This bc made me have severe migraine headaches that would not go away no matter what medicine I took. The migraines would come every month 3 to 1 days before my period started. They were so unbearable that I would have to lay in the dark completely still and not move my head in any direction. Not to mention I gained 30 pounds. So after 6 months I let them know that I would not take this anymore and to please give me Reclipsen again. Instead they gave me Apri and everything has gotten back to normal. No more migraine""",1,8-Sep-15,2,negative
66199,Valacyclovir,"Herpes Simplex, Suppression","""I typically don't write reviews.  But almost a year of taking and not any  outbreaks. Great med. And gave me my life back.  

I am healed in Jesus' name. 



Hsv- 2 survivor.""",10,3-Nov-16,72,positive
127874,Phentermine,Weight Loss,"""Have been taking the 30mg pills for 7 weeks now I've lost 30 pounds and after the 5th week or so I stopped sweating as much but now I'm having issues with going to the toilet been about 4 days. Other than that the pills work amazing""",8,8-Dec-16,5,positive
149506,Mirena,Birth Control,"""I am 56 and had the Mirena inserted 4 years ago because I'd had heavy continuous bleeding for months.  It was Mirena or surgery.  The insertion was extremely painful, but the  bleeding stopped almost completely within a couple of weeks. I had lots of problems with the strings ""stabbing"" me in the vagina for almost the entire first year.  I finally went to a different doctor who trimmed about 3&1/2 inches of string.  Haven't had any problem since. I have not enjoyed sex since it was inserted, I lost a lot of hair, gained 20 pounds within the first six months, and have had to take anti depressants daily.  I never had problems with depression before.  But hey - no more bleeding.""",2,18-Jan-13,23,neutral
26015,Dupilumab,Eczema,"""I have now been using Dupixent for about a month. I've had eczema for my whole life (all 48 years). Treatments I've previously used were cortisone creams (Diprolene & Clobetasol), antihistamines, regular application of emollients, anti itch creams, bleach baths. All just reduced flare ups but nothing ever made my eczema truly better. It has always been present even when most allergens were not present (i.e., in the winter). Dupixent is supposed to take several months to work, but I noticed that my skin was clearing up 4 days after the initial loading dose. Since then my skin has continued to show improvement with dramatically reduced redness and progressively less itchiness.""",10,23-Aug-17,18,positive
173188,Clonazepam,Anxiety,"""Works great for anxiety.""",10,6-Apr-11,12,positive
35967,Buprenorphine / naloxone,Opiate Dependence,"""Works great for chronic pain.""",10,30-Jan-12,13,positive
96249,Sertraline,Premenstrual Dysphoric Disorde,"""I have dealt with PMS for years. I finally found a doctor willing to listen and try to help. After discussing symptoms with her I was diagnosed with PMDD and put on Zoloft. In a matter of days I felt better than I have in years. It does tend to make me sleepy so I take it at night. Having a proper diagnosis and treatment saved my marriage, my job and my relationships with others.""",9,8-Mar-12,106,positive
205733,Pristiq,ibromyalgia,"""I've been using Pristiq for two and half months to control my chronic ear pain and depression.  Like most antidepressants there are side-effects.  Looking back it wasn't always easy, but I would do it again.""",9,3-Feb-11,11,positive
171288,Levitra,Erectile Dysfunction,"""Results were astonishing, slight facial flushing the only side effect noted. Also, seems to have helped with lower leg cramping, due to back surgery-nerve damage. No more cramping with ejaculation. Have had difficulty for 5-6 years, but not anymore, and my wife is even more impressed than I am. Thanks..(retired R.N.)""",10,19-Sep-09,53,positive
101352,Aubra,Birth Control,"""I've just completed my first week I've experienced so far anxiety, sudden fleeting waves of nausea, appetite increase ,acne , mood swings, worsening depression I hope it gets better""",9,18-Aug-16,1,neutral
139062,Phentermine,Weight Loss,"""I started taking Adipex in January of 2008.  At that time I weighed 230 lbs.  Today I weigh 170 lbs and still losing. Lost 60 lbs.""",10,5-Jun-09,30,positive
193429,Cyclobenzaprine,Fibromyalgia,"""When I first had pain 19 years ago, I was treated with Flexeril for six months.  I thought I was getting better.  I stopped taking Flexeril and it was a false feeling of wellness.  Two months later I was diagnosed with Fibromyalgia.  Now I am on Flexeril again after a car accident and it is helping. I only plan to stay on it a few weeks since I fear addiction.""",9,6-May-11,21,positive
104430,Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,"""I was a little hesitant to try LoSeasonique due to all of the negative reviews, but thought it was worth a shot at no longer having a period every month, since I struggle with heavy periods for 11 days every month.  I have just finished taking my first pack and never once experienced spotting during the three months on this pack.  Nor did I have any changes in skin, weight or cramping.  My sex drive even increased. Some factors that may have helped ease my body onto this pill so smoothly might relate to the fact that I took the pill at the same time everyday and have been on birth control for about nine years. Everyone's body reacts differently, so it may be worth taking the risk.  I for one am very pleased with this pill.""",10,13-Dec-11,8,positive
57672,Acetaminophen / hydrocodone,Rheumatoid Arthritis,"""This medicine helps me tolerate physical therapy after my knee replacement. It also secures a good night's sleep.""",9,6-Feb-15,21,positive
192569,Drospirenone / ethinyl estradiol,,"""I miss Yaz! My insurance company won't cover the brand name now that it's got a generic (Gianvi). I was on Yaz for 4 years, and I had a great experience. My acne went away completely, PMS was more tolerable, my periods were short (3 days), and my breasts even grew, which I really like! The only problem was that I had to stop wearing contacts because my eyes got dry, but the drying effect only bothered my eyes with Yaz. Definitely would recommend!""",8,4-Mar-12,3,positive
44351,Ethinyl estradiol / norgestimate,Birth Control,"""I was on Trinessa for 7 years. The past 6-7 months I have been getting very emotional while on my period week. It started out gradual and then was getting worse as the months go on. I would just start crying over NOTHING! I went to the doctor and she switched me to LoSeasonique BUT I'm going to get off of that because I have been spotting pretty bad and I still can't get over the fact of not having a period except for 4 times per year, seems very unnatural. Before Trinessa, I was on Orth-tri-cyclen lo and I had bad migraines.""",5,16-Oct-10,4,negative
144679,Etonogestrel,Birth Control,"""Reading these reviews Really helped I knew it was this BC!! Ok I have had the nexplanon for like 10 months when I say my mood swings are the worst and the weight gain is ridiculous I was never a small girl but I was never huge tho!!! My sex drive does not exist like I really had to sit down a few days ago and think about what was wrong with me and the birth control is the only difference I have made since then. The depression and mood swings is crazy I will be scheduling me an appt to get this thing taken out. I just be yelling at my boyfriend and thats when it hit me because Im really laid back and cool this thing has to get out my arm""",3,7-Mar-16,5,negative
38447,Phenazopyridine,Interstitial Cystitis,"""Didn't work for me. Made me nauseous. I took with meal. Took again next day and made me vomit.""",1,3-Feb-15,17,negative
141818,Escitalopram,Anxiety,"""I had a rough time last year.  I was diagnosed with a terrible illness and it took me months to recover both physically and mentally.  And, to add insult to injury, I was a new mother.  I honestly lost myself in anxiety and sadness and refused to believe I needed medication to get back to myself.  But with therapy and a six-month trial of Lexapro, I came back to being me.  I had some nausea at first, but it subsided within a week or so.  And, when it was right for me to come off the medication, I did it under a doctor's care - gradually.  Lexapro worked for me by helping me focus on both on cognitive therapy and on moving on from the trauma.""",9,13-Sep-11,19,positive
103639,Acetaminophen / pseudoephedrine,Sinus Symptoms,"""I have used Ornex for as long as I can remember and am extremely disappointed that it was taken off the market. It helped almost immediately and now I have to fish around and find something that will work as well. There was no dry mouth and the effectiveness was great. Please put it back on the market.""",10,8-Jul-12,11,positive
61827,Xyzal,Allergic Rhinitis,"""OMG worst ever. I stocked up using all of the $5.00 off coupons and what a waste of money. I realize this year is double dose of pollen but this medicine didn't help. Gave me bad headaches and listless and tired.""",1,1-May-17,7,negative
228507,Geodon,Schizophrenia,"""Took 80mg of geodon for 10 months. Severe weight loss, extreme loss appetite, moderate anxiety, talked out loud to myself alot, talking rapidly while not making sense, extreme happiness for no reason, jerked awake every night with no sleep for at least 24 hours, severe restlessness. Extreme energy.  Severe weight loss almost died. Don't recommend.""",1,8-Apr-16,11,negative
161958,Ciprofloxacin,Bladder Infection,"""I was prescribed cipro after the first antibiotic didn't completely work for a UTI.  
STAY AWAY FROM THIS DRUG!!!! POISON  PLEASE GOOGLE what has happened to people who have taken this horrible drug that the FDA finally gave it a black box warning.  I have pain in my hips, shoulders and arms b/c of this drug""",1,24-Apr-17,16,negative
141874,Escitalopram,Anxiety,"""I have to share my experience. I have developed anxiety over the last few months. Small panic attacks, moody behavior. My Doctor prescribed me the 4 week introduction pack 10mg I must be super sensitive. I took one pill and within an hour I was unable to function. Severe mania, made my anxiety worse. My eyes started to get really sensitive. This is the day after and I am still suffering. """,1,15-Jul-10,18,negative
198718,Depo-Provera,Abnormal Uterine Bleeding,"""I got my first and only shot on September 27, 2016. until November I had little to no bleeding every now and then, but once November came  I started bleeding heavy, about three to four pads a day, cramps, nausea, and loss of sex drive. I expected all of those, but not to bleed for three months straight. It was so bad I went to the hospital and they first diagnosed me with pelvic inflammatory but realized I had no evidence of infection and that my fallopian tubes were swollen. They sent me home with meds and to this day I still haven't stopped bleeding. I've been off depo for a month and I've never been in so much pain.""",1,19-Jan-17,6,negative
56058,Estradiol,Atrophic Vaginitis,"""Terrible packaging and not effective.  Cut my finger...Maybe the company should be investigating the results and packaging if their product before they end up with a class action law suit.""",1,21-May-17,10,negative
95287,Guanfacine,ADHD,"""Brain damaged/ developmental delay: I have a 5 year old who has been on Intuniv for 6 months after other medicine did not work. On Intuniv she is no longer up all night, aggressive at school and able to concentrate on her school work (she has been in school since age 3 in special education). I only wish the company would lower the 'age' on the medication so it would be covered under her adoption assistance Medicaid, its expensive at $153.00 a month.""",8,22-Oct-10,37,positive
28663,Lexapro,Depression,"""Hi, I'm a recently divorced dad with 3 children. My entire life was turned upside down and inside out. I lost all my friends, went from being financially secure to having a 500k mortgage at the age of 47. I was living in total darkness and totally dysfunctional, finding faults, especially in my current partner and her children. My self esteem was non existent. I'm taking Lexapro 10 mg a day and now I feel like I could carry the entire universe on my shoulders and could concur the world.""",10,13-Apr-11,38,positive
52185,Adipex-P,Weight Loss,"""I started taking Adipex on June 18, 2012. It has worked wonders. The only side effect I have had is terrible dry mouth, but I drinks lots of water and chew gum to help with that. I skip one day a week of not taking the medicines, and to date I have lost 20 pounds. That's amazing 20 pounds in 25 days. I do exercise daily. I walk 3 miles everyday. I have lots of energy. When I first started taking the pills I was not hungry and had to remind myself to eat. I did have a little trouble sleeping. In all this has been a great experience and can't wait until I hit my goal weight.""",10,14-Jul-12,45,positive
218201,Amoxicillin / clavulanate,Bacterial Infection,"""Day 8 of taking this for just another sinus infection. Have had horrible, HORRIBLE side effects. My body felt extremely strange, tingly almost. Nausea has been so bad I had to take a pregnancy test to eliminate that possibility. I did vomit today for the first time in years after a whiff of cleaning products. The infection has improved but if you have a sensitive stomach - I don't advise. I did notice improvement (on nausea) on days I consistently chugged water (emphasis on chugged) and took the dose while eating.""",5,22-Jun-16,8,negative
35274,Levofloxacin,Bronchitis,"""This is the third time I had asthmatic bronchitis and using Levaquin. First time I had been given Biaxin which not only didn't work but I almost had to be hospitalized. Then prescribed Levaquin and by the fifth day felt 100% better. Side effects get less with each day.(Mine are stomach upset and drowsiness) But without this medicine I would need oxygen. Thanks there are better options.""",10,11-May-14,65,positive
112116,Gabapentin,Migraine,"""This medication is..interesting. I am 20 with what a few doctors think is  Fibro and a chronic pain condition but was Rx'd this med by a psych doctor for tension migraines. While it does NOT really help with migraines, it has been making me awfully sleepy and drowsy, and helping with weird aches and pains throughout my body. It can be used as a mood stabilizer and I can see why- because it makes you so drowsy you can't do or say anything, especially after taking the evening dose! I've been afraid to drive any car since starting this. It makes me more drowsy than my anxiety meds which don't make me drowsy at all! Doctor is raising the dose because since writing that first part- I have become quite used to the med, where my dose does NOT work""",10,11-May-17,8,neutral
155619,Metronidazole,Diverticulitis,"""Used both Flagyl and Cipro. Also I found that after 7 days the color of my urine did not look right, freaked out and did some calling around to pharmacist, only to find out said yes this is a side effect although not real common, of course I would be the odd ball.""",8,2-Dec-13,55,neutral
46349,Modafinil,Chronic Fatigue Syndrome,"""I started taking 200 mg of Modafinil a couple weeks ago for debilitating chronic fatigue. It has definitely had a positive effect, although a subtle one. I am more awake, better able to focus and it is easier to overcome the inertia required to start something. I haven't suddenly become energetic or highly productive like others, but there is a subtle difference. Unfortunately it has seriously impacted my sleep. My brain stays awake most of the night even though my body is exhausted. Additionally it gives me a pressure headache behind my eyes, and overall just makes me feel a little strange.""",5,27-Sep-13,51,negative
28244,Lexapro,Depression,"""Have taken for two years. It's the only SSRI I could take. All the other SSRI's had terrible side-effects. It really helped with depression and anxiety. It has really helped me to sleep. There are some side effects however. It has really decreased my libido and does make you gain weight. Because of these effects I have decreased my dosage. It is a very good medicine and I would highly recommend it.""",9,1-Jan-15,81,positive
170609,Quetiapine,Generalized Anxiety Disorde,"""I live in New Zealand. I took less tan 25mg once a night (I'd break it in half, sometimes even quarters) and it helped me sleep, reduced anxiety, and helped stabilize my mood. I took this with 40mg of fluoxetine. I've returned to taking it with 225mg of venlafaxine a few times to ease anxiety when needed. 

After about 12 months of taking it, I began to feel very lethargic, and generally slow, and my short term memory basically stopped existing. I had to stop taking it then.

I wish it were available to 12.5mg tablets. My main issue was having to take more than needed due to the tablet size.""",9,16-Nov-14,24,positive
65238,Bisoprolol / hydrochlorothiazide,High Blood Pressure,"""After being put on triamterene/hctz with zero affect on my blood pressure and tons of bad side effects my doctor tried 5mg Amlodipine which also did zero to budge my 140-150's/90's-104 blood pressure, and also had several unwanted side effects for me. l researched extensively for days on every known high blood pressure med out there and contacted my MD to say that since neither med she had prescribed to me had a positive effect that l wanted to try a low dose bisoprolo/hctz 2.5-6.25. To my amazement within 24 hours of taking this medicine my readings have consistantly been 120/85 or better and l feel fantastic! :) With zero, and l mean zero side effects as well! l love this medicine. l should be the the poster child for this 1 pill wonder.""",10,7-Oct-15,7,positive
175631,Augmentin,Otitis Media,"""This was prescribed to treat a case of pediatric otitis media. It helped to partially clear the infection but did not completely eradicate it. """,2,31-Oct-11,9,neutral
33579,Microgestin Fe 1 / 20,Polycystic Ovary Syndrome,"""Been on this for 3 months. I'm 20 years old and was put on this due to: Ovarian cysts, acne, incredibly painful/irregular & as future birth control method.



It didn't seem to do anything other than make me hungry, achey, & VERY VERY tired. My period is still irregular & painful. My face hasn't cleared up. I definitely experience spotting a week before the brown pills. I BARELY bleed or not at all on the brown pills which makes me nervous for when I do start to have sex and would like reassurance that i'm not pregnant. 



I go back to the doctor this week, i'm definitely switching to a different birth control! Something to get rid of my acne, my painful periods & something that will regulate them!""",3,30-Jul-12,4,negative
21330,Rivastigmine,Alzheimer's Disease,"""I am 71 and my mom died at 91 after a long decline into total dementia, though not Alzheimer's.  When she was given Exelon, she became quite difficult and insulting, so we took her off.  I was experiencing initial stages of decline at the time and so I tried her remaining patches for 10 days, at 4mg strength.  I immediately felt an improvement in clarity and motivation, but I am under heavy blood pressure medicines and so still did not have the ability to do all I wanted.  After 10 days I stopped the patches and quickly went back to my somewhat confused and listless situation.  Three months later I got a prescription and began using the patches again with the significant improvement.  But a 9.5 dose makes me aggressive.  Problem is the price.""",7,17-Apr-12,51,neutral
87127,Latuda,Bipolar Disorde,"""I have been telling everyone I trust that this is the best medicine I have ever taken! I have tried everything! I mean everything! I only have a little weight gain and that's it. I'm not tired or exhausted. My crashes are like 5 seconds! Seriously! I'm 44 years old I'm a leisure Body Builder and I'm in shape. I've always been in tune with my body. I always feel if I have a cold coming on and I would fight it before it becomes full blown. I know if I'm getting side effects from medicine which I always have from the other medicines. Latuda does not mess with me sexually either. I recommend this medicine!""",10,12-Dec-14,86,positive
224668,Bupropion,Major Depressive Disorde,"""I was diagnosed with depression and panic disorder in 2013.  The first medication I was prescribed was Zoloft,  which turned me into a zombie.  My doctor then switched me to Effexor,  which had way too many side effects from mood and all the way to affecting my vision.  I was then switched to Lexapro, which was great and masking the depression but made me gain 30+ pounds in less than a year  and literally have zero motivation. 3 months ago,  my doctor switched me to Wellbutrin  and it's made the biggest difference in my life.  In the first couple of weeks my anxiety was a lot worse but that went away entirely and I haven't had any other side effects.  My energy is back and I genuinely look forward to the next day.""",9,22-Jun-17,63,positive
219438,Dexmethylphenidate,ADHD,"""My son has been on focalin for this school year. It does calm him but his teachers say it does not help him focus. He sit at his desk and holds his pencil but will not do the work.""",2,25-Dec-10,27,neutral
177142,Lamisil AT,Tinea Cruris,"""After two weeks using the cream, there was no relief.""",3,10-Sep-15,7,negative
221834,Methamphetamine,ADHD,"""Works very good as a stimulant in the treatment. It also helps in calming the brain. Storm of thoughts without the hyperfocus that other stimulants seem to bring on.""",7,6-Dec-11,73,positive
67828,Plan B,Emergency Contraception,"""Worked great after a condom mishap at the wrong time of the month for it to happen!! I took it within 7 hours of the incident. I had no side effects and my period arrived pretty much on schedule!!""",10,1-Oct-16,9,positive
117531,Nortriptyline,Irritable Bowel Syndrome,"""I've dealt with IBS for years. Recently diagnosed  approx 7 months ago. It was debilitating, every morning waking up with a stomach ache. Always misdiagnosed and given other antidepressants. Finally after seeing a Gastroenterologist, my lifesaver prescribed me Nortriptyline at a low dose of 10mg at night I woke up 2 days later pain free! I gave him a huge hug! I'm now on 20 mg. only downside is sleeping issues. But hey, I can deal with that!""",10,5-Dec-15,19,positive
57367,Oxymorphone,Pain,"""Best ever for getting rid of pain.""",10,4-Jan-12,26,positive
160862,Buspirone,Anxiety,"""I've never had any issues with taking this medication.""",10,2-Feb-09,60,positive
213549,Tioconazole,Vaginal Yeast Infection,"""Help! Someone help me my girlfriend&rsquo;s vagina is on FIRE!!! I'M HOLDING HER hands BUT she wants to itch her vajaja so bad. I suggest you buy something else or see a doctor I mean IDK what I&rsquo;m talking about cuz I&rsquo;m a dude but, yeah call your doctor and don&rsquo;t hold your boyfriends hand unless he&rsquo;s cool with you breaking it.""",1,1-Oct-17,7,negative
179754,Adapalene / benzoyl peroxide,Acne,"""I've been using epiduo for only a few days it drys your skin out but all you need is some lotion and it's fine I've been seeing good results already I recommend epiduo for people with horrible acne to not horrible it works quick and for anyone my friends tried it and liked it""",7,1-Feb-16,6,positive
131941,Effexor XR,Postpartum Depression,"""My depression went away pretty quick, I was able to continue to nurse my newborn son. I took it for about 10 or 11 months it was so hard to stop taking. I had to split caplets up to cut myself down. """,4,30-Dec-11,5,positive
159285,Aprepitant,"Nausea/Vomiting, Postoperative","""My husband gets very sick, vomiting after surgery until his Doctor gave Emend to him prior to surgery, and he did not get sick after surgery at all.""",10,20-Apr-12,3,positive
17980,Ethinyl estradiol / etonogestrel,Birth Control,"""I just switched to the ring at my doctor's suggestion after using the patch for a year and half. I've only been using the ring a month but I can not stand it. I initially worried about it getting stuck up inside me or being pushed in too far to reach during sex, and neither of those have been a problem. Unfortunately the heavy vaginal discharge is too annoying to deal with. I know all birth control have side effects and discharge should not be a big concern, etc. I will be going back to the patch since I had no side effects while one it. My doctor switched me after my annual because she felt the higher levels of estrogen in the patch were ""not good.""""",4,10-Sep-12,2,neutral
172081,Amitiza,"Constipation, Chronic","""I would be much happier if nausea wasn't a part of this. That's the one side effect that makes it hard to deal with.""",7,16-Mar-08,66,neutral
209441,Taltz,Plaque Psoriasis,"""Injection burns like fire!!  But the results are incredible.  After 3 treatments almost all areas are cleared.  Legs were raw and would bleed daily over most of lower leg. Now only slight redness still exist.  This has been a miracle drug so far. Had previously used Stellara and Otezla, without much results.""",9,18-Jul-16,29,positive
126600,Brimonidine,Rosacea,"""I've been using this medication for my rosacea and it isn't helping. My face has never looked worse. It's ok when I first put it on but by the end of the day my face is spiralling out of control. Right now I have huge acne blemishes all over my face. I'm making an appt with my doctor this week to try and change it. Very disappointed.""",2,20-Dec-16,5,negative
120097,Kadian,Pain,"""One 60mg tablet made me so sick. I threw up all day. When I wasn't throwing up, I was sleeping. """,1,25-Sep-09,20,negative
165605,Levonorgestrel,Birth Control,"""I had mirena for about 2 years before I decided enough was enough. I was bleeding for the first 2 weeks straight, but after that I never had any bleeding at all. It wasn't until after 6 months that I had severe  acne, anxiety/depression, and had gained 20lbs when I had not changed my exercise routine or eating habits. I'm an Aesthetician and none of my remedies and practices could get rid of my acne. I had zero history of anxiety or depression. It became so bad I started to disconnect completely with my circle of friends. When I removed it, my doctor immediately put me on the pill again and Doctor was very annoyed that  I had it removed. I immediately started to feel like myself again as soon as she pulled the strings out! Avoid this IUD.""",1,6-May-17,12,negative
7373,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,"""After reading these comments, I feel better knowing I'm not the only one having the terrible itching. I'm on day 3 of using monistat 7 and the itching from the medicine is ridiculous!!! It's been 45min and is still itchy. To make the situation worse, the tube that you have to insert hurts to insert because of its shape.  I've tried Apple cider vinegar, currently taking a probiotic, using summer eve wipes, and summer eve wash. Deciding to use M7 was a huge mistake. Can't wait for these 7 days to be over with and to have some sort if relief.""",1,3-Dec-17,0,negative
73079,Ethinyl estradiol / norethindrone,Birth Control,"""Ive been taking it for a year now, works great for me. I can only do the pill because my body reacts so strangly to most but this has cause no problems for me. My mood is normal, weight is the same. I'd tell others to give it a chance""",10,16-Feb-15,16,positive
33197,Microgestin Fe 1 / 20,Birth Control,"""I&rsquo;ve been on this medication for 2 years now, when I first started taking it it made me sick to my stomach after about 4 months I was fine. It helped me a lot I&rsquo;m anemic andIi was also having periods for 2-3 weeks straight and then 2 days off and then it started again. My periods also made me pass out and throw up I could work out with my sport teams or run while I was on it I would get dizzy and a lot of the time pass out  or have to leave school because of barely being able to stand at school. Love this but everyone is different.""",10,24-Oct-17,0,positive
118227,Naltrexone,Alcohol Dependence,"""Helps tremendously with cravings. Sinclair method did not work for me as I would still be unable to stop after one drink even after having taken Naltrexone for two years daily. This medicine does work for cravings, though it will take you time. Of course I wish I could stop at just one, don't we all?""",9,21-Mar-17,34,positive
142061,Janumet,"Diabetes, Type 2","""It has helped a lot. I take 1000mg and my blood sugar has been in the normal range more consistently. 79 -173, a few 187-193, however it has made me feel all around better.""",10,23-Jul-09,23,positive
27873,Lexapro,Generalized Anxiety Disorde,"""I've been on lexapro for about 4 1/2 months now. I had really bad GAD and OCD I couldn't be left alone with my kids and wouldn't drive just from fear of pretty much everything. I am taking 15mg and it's working.. not as anxious and now able to be alone with my kids and now am driving. I am just pretty frustrated because since I've been on this drug my hair has fallen out quite a bit I have half the amount of hair I used to have.. (which is hard because I do hair) and I'm also starting to see the weight gain. But It has helped a lot with me mentally. I'm kind of scared to wean off. I'm just over my hair falling out.""",7,12-Apr-17,13,neutral
185961,Goserelin,Endometriosis,"""The horrible side effects (even with HRT) were not worth it. The hot flashes, joint pain, mood swings, depression and long-term effects on my bones were NOT worth it.

I really wish doctors would stop trying to give me this as it only does harm.

Endometriosis can only be helped by EXCISION by a skilled surgeon, and will only last for up to a few years. Please stop getting doctors to postpone proper treatment with this.""",2,12-Apr-16,13,negative
135878,Percocet,Pain,"""I've been on 10 mg Percocet, then 7.5mg, then 5mg now I am on 2.5mgs and they are perfect. I don't get all tired. I think percocet is a good pain medicine. I also take oxycontin and alprazolam but the oxycontin 40mgs are strong so I take them once in a while.""",9,11-Sep-08,20,neutral
61891,Citalopram,Depression,"""I have only been taking Celexa 20mg for about a week.  My only complaint is that it makes me EXTREMELY drowsy like a Zombie and slight stomach cramps so I started taking it at night and I am considering cutting the tablet in half.  However, I have had depression for most of my adult life and like others I was against medication but I could not take it any longer.  I do feel a slight improvement I am not numb anymore but I think I need to give it more time to get the full effect.""",6,28-Sep-15,30,neutral
191481,Lisdexamfetamine,Binge Eating Disorde,"""Vyvanse has been a miraculous drug for me. I have binging/dieting/binging/dieting for the last 40 years. During my last diet I managed to lose 80 pounds and felt great, but almost as soon as I hit goal I started binging again, sometimes 6 days a week. Very quickly I regained 15 pounds. I ask my doctor about Vyvanse and he (rather reluctantly) prescribed it. Well, those endless obsessions about food are just gone. I don't worry about what I'm going to eat for my next meal. I've always had a problem with Thanksgiving, worrying about what I will eat WEEKS in advance. Only side effect is dry mouth.""",9,13-Nov-15,48,positive
214069,Tioconazole,Vaginal Yeast Infection,"""First, I don't write reviews but I have to for this one. I just finished taking antibiotics and got  a YI i used the monistat 1 day O. After inserting it within an hour I was burning and itching severely. It's been 3hours now and I'm still hurting, I can't even close my legs because I'm so swollen. I don't recommend this product if you are a sensitive person. I will never ever buy this again. Trust me if you don't want your vaginal feeling like someone threw gas on it and then threw a match on it don't get this.""",1,22-Apr-16,11,negative
157732,Accutane,Acne,"""Hello I'm Christian, just want to talk about my experience and help you out if you are serious about taking this drug. Well I started taking accutane because I wanted super clear skin, my skin wasn't bad just had a few here and there. Accutane did help clear my skin, but something worst happened! I was a very confident person, out going, loved to talk to everyone and always having fun on the weekends. In the middle of my progress with accutane I started getting really bad chap lips. The worst side effect of this drug is that it made me depressed i stopped talking to everyone and I felt so self conscious about my self, I felt like people were always talking about me. I'm still not the same till this day:/ i didn't even finish my cycle:(""",8,16-Sep-15,7,negative
156118,Cialis,Erectile Dysfunction,"""Took 10 mg Cialis.  It worked well, but I experienced horrific back pains while jogging. I had to stop every 10 minutes and rest until the pain went away. Finally I had to stop my daily exercise for three days.  Trust me exercise is as important to me as sex. I didn't have this problem with Viagra.""",4,9-Apr-12,19,negative
138768,Phentermine,Weight Loss,"""Hi everyone I wanted to share my experience with the phentermine pill. I love it! 09/29/12 weighed 200lbs now 10/02/12 I weigh 196lbs! Almost unbelievable I was a strong believer that this was a scam that you could not lose 10 lbs in a week but I think that if you try everything is possible, take me as an example. Continuing the pill until I reach my goal 140lbs. Good Luck.""",10,2-Oct-12,13,positive
